statistic	parameter	p.value	lor	q.value
0.8951048951048951	1	0.34409766865716757	-0.1326255652745909	0.6943542728881363
0.06875	1	0.793165548076098	-0.07342891715853356	1
0	1	1	0.02555410447238815	1
21.349066707466342	1	3.828070673145924e-6	0.35708744286446825	8.421755480921033e-4
0.9963676902843882	1	0.31819101962307056	0.06956581359914954	0.6608760465664355
0.0570068957290529	1	0.8112907822523194	0.023734191754227862	1
0.12683927623955837	1	0.7217319625239583	0.04092755944465287	0.9828160099047151
1.0124423443619874	1	0.3143184390770557	0.14612803567823807	0.6596118291205346
1.3827272727272728	1	0.23963713934411546	0.109144469425068	0.5619778118047118
0.8196428571428572	1	0.3652846066933766	-0.17609125905568118	0.7180164777615512
0.13964743333189691	1	0.7086317630797747	-0.05790494016944159	0.9750469543507327
1.758165067354748e-31	1	0.9999999999999997	-0.0038376787148429736	1
5.319312688944116	1	0.021090328549932712	0.18238134833952485	0.13866284977656912
0.5122635075399736	1	0.4741606392988577	0.07242691889819391	0.8184064142394286
0	1	1	0.0017618461562865506	1
2.2718815651260513	1	0.13173987357453285	-0.2170849598202924	0.41389585427851117
0.05649167561761554	1	0.8121294711322379	0.03714180800456657	1
0.27100190226127907	1	0.6026604783722933	-0.08774909942272124	0.9099005083975649
4.823738350073669e-31	1	0.9999999999999994	0.023481095849522904	1
0.00775611692680582	1	0.9298219786796822	0.030739442497220326	1
4.3076923076923075	1	0.0379403960083388	-0.3631779024128256	0.19898741174819434
8.71161469344609	1	0.0031618902377257073	0.26503234239246237	0.04127517086953587
2.518703095684803	1	0.1125030764900694	-0.20827594242708253	0.3863442664367703
0.11341202374282117	1	0.7362925387710682	-0.034645281919058135	0.9914296896823235
0.6929070929070941	1	0.405177327351646	-0.06694678963061323	0.7542355616722176
1.6944010416666662	1	0.1930218295968312	-0.17439147417778683	0.4968878781700605
1.4355535349213138	1	0.23086023260986377	0.09663359771375446	0.5502379784513767
0.5806924905793442	1	0.44604101468795976	0.11997531707674985	0.7894042710442852
6.88632094007163	1	0.008685785555752917	0.10604867080362604	0.07787256015502615
0.6326865044798408	1	0.42637159548617976	-0.10170889588982518	0.7757142258845255
2.3807992992132174	1	0.12283468361033617	0.11020530597835382	0.4005783296756687
0.0012151439408988837	1	0.9721922419284216	0.015239966556736817	1
0.6548241458354349	1	0.4183931834790791	0.04937481025622087	0.766562783312086
10.155845961971366	1	0.0014384437375946865	-0.44140570245312793	0.026074363704224116
2.2022520123106064	1	0.13780927702928925	-0.12493873660829996	0.4251720952575698
0.8926902173913053	1	0.34474932430110267	-0.13448405451453033	0.6943542728881363
6.288819875776628e-4	1	0.9799931313303416	0.021779774323242018	1
0.42995689655172414	1	0.5120100992035118	0.11809931207799462	0.8484283313506729
0.021726051726051687	1	0.8828182017898064	-0.04699656267622354	1
1.2459622645044643	1	0.26432506641776055	0.11979909695588892	0.59619060721987
10.421052631578949	1	0.0012458686228396145	-0.35793484700045375	0.025030189730597896
2.491087862927751	1	0.11449256154565886	-0.23171950364265065	0.3865004531883917
0.08123329820914077	1	0.7756329887169251	0.05478680710247538	1
2.39272834570908	1	0.12190071255475743	-0.08049961593690852	0.39844118617897856
0.9226971850613154	1	0.33676777473017816	0.12493873660829993	0.6840595424206743
1.1094737531519132	1	0.29219637151896205	0.15173191319623658	0.6390365479339697
0.07609413389692057	1	0.7826620096696599	0.03548292714153867	1
0	1	1	0.00615318363333861	1
1.7037625674121053	1	0.1917966495750138	0.08706507833802579	0.49686450886280753
0.726162415663313	1	0.39412993421993603	-0.07700035157601123	0.7423660343736531
6.4918202525939505e-31	1	0.9999999999999993	0.00259694504272881	1
0.6461538461538461	1	0.42149114560224443	0.12690832947120445	0.7698826565312522
10.73342403628118	1	0.0010521757320930733	0.21821446496126232	0.021649083408533738
5.856694599368118e-31	1	0.9999999999999994	-0.022576692186773106	1
7.399038461538462	1	0.006525875010363956	-0.49732464080794947	0.06435862941255488
0.8403309431880862	1	0.35930213806476813	0.12013985372653119	0.712624212805296
0.03762091593823213	1	0.8462063257300552	0.040647115049099375	1
0.9038668210211915	1	0.34174698597510034	0.051909244183065584	0.6902516807124202
7.699884925201384	1	0.005522434613575183	-0.2466356824715492	0.058281044261346955
0.272877111890121	1	0.6014082786539483	-0.06898733127914991	0.9090953945399946
0.0013547117823556468	1	0.9706393634485527	0.009441556232841541	1
0.005232581327023006	1	0.9423340514378313	-0.022199179939519753	1
0.06696685613050873	1	0.7958053363351123	-0.0357155522665345	1
0.04837405692729762	1	0.8259170808384327	-0.045757490560675074	1
6.988969198790625	1	0.008201357256052604	-0.377989781717648	0.07470026035767657
0.28256657392686846	1	0.5950239066312077	-0.05721711272772573	0.9061599430059927
3.958614484930396e-4	1	0.9841261228997661	0.0195221397024751	1
6.365968286835221	1	0.011632959861219757	-0.38691726292895856	0.0931940201767185
0.052947099384832816	1	0.818012225496233	-0.03168681760716524	1
0.46893081886824073	1	0.4934794534645891	0.0595856899842441	0.8331471292259296
0.1843481045553608	1	0.6676628728579024	0.04697194350545064	0.9517674340542926
3.063079893118101	1	0.08008972972582734	-0.13600031929140244	0.3129403527239344
0.6935447972657951	1	0.4049612745192053	0.06193163232518642	0.7542355616722176
0.6351338612368025	1	0.4254784093951159	0.09327572835296238	0.7750753190254978
9.717713770414129	1	0.0018250039829564588	-0.36332711886572916	0.030232882846947133
8.378181818181819	1	0.00379752134487986	-0.5006023505691853	0.04641414977075384
0.2906356900126825	1	0.5898134529150499	0.09253706872981027	0.90456632716835494
0	1	1	-0.005014360178128119	1
0.009510201881418507	1	0.9223132426199152	0.03182171261738265	1
1.7294733415085812	1	0.18847817068150013	0.09140839270950016	0.4913833802635281
2.7054312878547435e-31	1	0.9999999999999996	-0.017944244256790975	1
0.8502810846560842	1	0.35647283245084316	0.14612803567823807	0.709966783293462
11.785714285714285	1	5.968698614286025e-4	0.2588323158695264	0.01492428208168686
0.1430932756166983	1	0.705225038819242	-0.0664461619303316	0.9734283836983746
0.08333333333333333	1	0.7728299926844476	0.07463361829690424	1
2.3207142857142866	1	0.12766139267766338	0.17129237617391255	0.40673917706564294
2.476572820000035e-31	1	0.9999999999999996	0.009128595198514	1
0.292886529199139	1	0.5883766847384411	0.05371314899841173	0.90456632716835494
0.576958081963802	1	0.4475071318806477	-0.07285152928873784	0.7910200229781537
8.232917314667207	1	0.004113735135126445	-0.11947718797613849	0.04922712337431646
0.0011705063249494833	1	0.9727075686598874	0.012383154109043115	1
1.8535216718266259	1	0.17337435800379244	-0.08543019532462631	0.4733202259724906
0.6232178605712473	1	0.4298540163987184	-0.049813354472662885	0.7771065024654454
1.4905008732861953	1	0.2221387627923495	-0.17374053893540456	0.5361323726465144
0.7414811449341209	1	0.389186827322799	-0.09665522011022123	0.7390931780499371
0.16868433120107992	1	0.6812837407834477	0.04948536307991824	0.959838176670276
0.013944068712848503	1	0.9060003035661638	0.024000276403766452	1
4.28972972972973	1	0.03834326027225982	-0.32735893438633035	0.1997481318372734
0.30751527001442486	1	0.5792089323953135	0.06984121979348146	0.9015381300307487
0.009474734042553163	1	0.9224577846499783	-0.02844853463525643	1
5.160216684723727	1	0.023110013924217618	0.20132708247175463	0.14655130781211173
15.540765769821284	1	8.074508331692804e-5	-0.4638726834649618	0.003848848971440236
0.9993370956923036	1	0.31747096448222734	0.06993849708852434	0.6608760465664355
0.448485422986182	1	0.5030550817061087	0.10349489353464841	0.8413669787599245
0	1	1	0.0024144300234830163	1
0.001630656286729945	1	0.9677890704433784	0.030152417230099093	1
4.215262912937335	1	0.040061857414055164	0.2043808985435583	0.20507205707811066
0.10462265007719557	1	0.7463512521108101	0.04663574057059694	0.9958665904453672
2.2371928317378957e-31	1	0.9999999999999997	0.0043648054024501	1
1.608510612284821	1	0.2047012905320715	-0.10217425300041366	0.509970114043314
0.3636141260312965	1	0.5465058616293285	-0.09463819711145013	0.8779187815180698
7.421053743004962	1	0.006446505136357144	-0.49468454464174094	0.06424043445986562
3.0342585403726723	1	0.08152378734388177	0.17770673946239887	0.3159322924166692
0.3835525551684088	1	0.535708074552068	0.09281672651529643	0.8686148284756655
3.008795253309473	1	0.08281382060867025	-0.19286403468568658	0.31964624769576755
2.5724765283528876	1	0.1087373807626645	0.13389357926122644	0.3787928245812673
1.6595639880559145	1	0.19766220359432693	0.10307032171287486	0.5036675815454452
0.17744001652595887	1	0.6735825432698711	-0.039798788225978654	0.9560526420604623
0.08852831792852725	1	0.7660564982247668	-0.040488846159980496	1
2.016164924028261	1	0.15563178079805556	-0.13890439274512378	0.4551195225791809
0.05544680386547864	1	0.8138428353621934	0.02540457977409477	1
0.19786647951204928	1	0.6564485016906002	0.038845496144345126	0.9439128782479219
