statistic	parameter	p.value	lor	q.value
0.006409571626962904	1	0.9361896947753007	0.030949136359094326	1
0.7499725941586405	1	0.3864849077610119	-0.10689423391465741	0.6741180042727477
3.7263109347048275	1	0.053561567428486334	0.1955198108940072	0.19580020294076925
0.7243893720422508	1	0.39470787899258164	0.08390188472020918	0.6826337872755103
0	1	1	-0.006248949277001592	1
0.16711849147168467	1	0.6826854960481035	0.03742760133247722	0.9159513036581305
1.0100552065865365	1	0.3148896135869317	0.1413291527964693	0.5963098279938687
2.046241258741259	1	0.15258248713652614	-0.22847932851536956	0.3851013149774352
0.4467109424414927	1	0.5039010278817931	-0.04636326158114179	0.7857307068628063
0.29740344413627456	1	0.585514825629153	-0.0538409525865621	0.8541594670394282
0	1	1	-0.017728766960431575	1
5.314878704196117e-31	1	0.9999999999999994	0.004547627750720706	1
0.23657744282744256	1	0.6266890683056601	0.07525095241919247	0.8781356982355805
0.2771058238636359	1	0.5986044672246063	0.0835460514500749	0.8628042368661032
0.17992019066326834	1	0.6714418363881769	-0.043387152415128305	0.9095886223849989
0	1	1	-0.00843316753686274	1
2.2389745160884864	1	0.13457020095177885	-0.2662678894047693	0.3551190841943962
7.609439250265864	1	0.00580635375679304	-0.5213249172117159	0.042620639583729546
0.13888655866659344	1	0.7093904421214962	-0.07506467985279264	0.9316717262455213
11.737559825450449	1	6.125127936743796e-4	0.22331348787463018	0.008437880765977788
2.70205955277844	1	0.10021870846356397	-0.1450187260536476	0.297299045501272
4.526772247360482	1	0.03336849766401363	0.18452442659254403	0.13858282271220007
0.6023827312889816	1	0.4376703475897608	0.12392757321343773	0.7248764667727007
0.2707020382121474	1	0.6028612275288852	0.09133013562721981	0.8652121811675276
1.4041349293900318	1	0.23603247375847383	-0.18231334946369848	0.5036476714873251
0.346467391304348	1	0.5561196985899729	-0.11711339909634338	0.8278441916643913
0	1	1	-0.006716027887366194	1
2.0110819327731098	1	0.15615392186015228	0.12323895173040555	0.39010273750502666
9.786771732955838	1	0.0017577178378471096	-0.4345041693089299	0.018505204229921843
5.404411764705882	1	0.02008591654548867	-0.17892054907454552	0.09947153736589867
0	1	1	-0.008264240512327159	1
2.425436371823226	1	0.11937999404781895	-0.21036893193292622	0.3319050434699749
0.5912983765204343	1	0.44191748332459785	-0.06117784942816895	0.7277626930836198
4.918773857075724e-31	1	0.9999999999999994	-0.01948349452698217	1
0.001895996869451483	1	0.965268651168232	0.04997397496183864	1
6.082727571336837	1	0.013650984266045106	0.0811048959429353	0.07726149177643199
3.15402070458759	1	0.07574012369446602	-0.18530976945013727	0.24788425265656217
5.003319018783982	1	0.025298760069597827	-0.21563809960141972	0.11536244482215745
0.23703703703703705	1	0.6263543610340876	0.05799194697768667	0.8781356982355805
10.551970793486685	1	0.0011606426840592365	-0.25889301815237065	0.013634142395107096
0.5834021581866407	1	0.44498186484116986	-0.07879961642561323	0.7293075966088737
2.168549869442727	1	0.14085900639953308	-0.2138798199450811	0.3653113421782895
0.6367179679679673	1	0.42490177330926765	0.11910919294757605	0.7103715932449778
0.853705908814268	1	0.3555060637893374	-0.09843118612858917	0.6371599750414851
0.3394776851971944	1	0.5601308671642936	0.04059896977086119	0.8308147985377774
0.7314274341264386	1	0.39242089249754275	-0.16473328019529832	0.6803726579609509
0.07393021892601394	1	0.7856980502215117	-0.06430669346440476	0.972586706552748
0.35326773517180576	1	0.5522691478007796	0.051511591903059484	0.82591561727952445
5.001727971067196	1	0.025322025685003274	0.15161580719851167	0.11536244482215745
14.433750395736602	1	1.4517703634423336e-4	-0.33280379141896593	0.0028758424765295177
6.153037953650063e-5	1	0.9937413537554651	-0.021868414895425126	1
3.2791193181818183	1	0.07016657110164332	0.11543981520677726	0.2363216393591141
0.11590401785714283	1	0.7335200862713447	-0.06494080693301463	0.9466981133287298
3.3309043802121296	1	0.06798947972828726	0.15581084308391752	0.23236813105774454
2.2902579762447717	1	0.1301882826866452	-0.24289135235593384	0.3481322550350699
0.15639097744360902	1	0.6925012290918335	0.04965133020982698	0.9215042211226909
30.526336848652125	1	3.293647379144485e-8	0.2210161979788557	9.917172258604045e-6
0.7027223230490018	1	0.40187046342157884	0.12493873660829993	0.6875181621377124
1.713854685774821	1	0.1904860075714497	-0.1305129967442225	0.4391679699828752
0.23366192040890787	1	0.6288217636497219	-0.04844662907145636	0.8785996892572215
2.0260481536779458	1	0.1546222075262024	-0.07630540765606889	0.3886205900345538
0.6645870398401422	1	0.41494520125218304	-0.10431102759236122	0.7007291087887398
8.003588317235208	1	0.004668474367510641	-0.24654893669844918	0.03662525310438185
0.0027641612200435283	1	0.958070304688281	-0.02996322337744317	1
0.018515371994145574	1	0.8917649932836237	0.026032929749010808	1
10.447662936142196	1	0.0012280473404975734	0.2713850533428528	0.014167243456851315
0	1	1	-0.010219165181686085	1
0.12111209528762139	1	0.7278314486017471	0.05899920173589207	0.9417707313020457
0.5951690821256039	1	0.4404271991286855	-0.11868978733129842	0.7274417424994362
0.005776853481220848	1	0.9394146311571776	0.021629090987929478	1
2.4163794015431845	1	0.12007216166201974	0.12999362760556776	0.33199210717608313
8.768374060150377	1	0.0030649855364378253	0.20712549279565	0.027257654607972533
8.273979398590342	1	0.0040217262843962745	0.22034339461903935	0.032728156330586976
0.6763894149919258	1	0.4108327955840028	-0.05944899350282948	0.69700869460692
1.8225609756097563	1	0.1770087389930942	0.13733867006366463	0.41815327075621145
7.839440442231141	1	0.005111842750542944	0.15892323391866733	0.03879083220455255
0.010964726422130268	1	0.9166038718237791	0.017429150196631216	1
8.859317651738341e-4	1	0.9762547866416208	-0.011230710496277246	1
1.2971807715660164	1	0.25472883092717835	0.12257200332919299	0.5267778227484436
0	1	1	-0.008340616767859688	1
0.8690024813895787	1	0.351231612025826	-0.1618508199410711	0.6358070941884112
0.017811530742565116	1	0.8938297176486106	-0.022692186491981736	1
0.29564584086952245	1	0.5866250521526879	-0.0443457234275072	0.8545370256563829
11.915024630541872	1	5.568300169006592e-4	0.24598242933307574	0.00794604351131699
0.013167603214833668	1	0.9086431407584159	-0.03356734764626845	1
0.22502235691573935	1	0.6352394940602352	0.07991176679498085	0.882651645876958
0.3655168690958165	1	0.5454581578390034	0.08793908507644141	0.8213607300789976
0.01038317627494462	1	0.9188377392381691	-0.03420496124129602	1
0.05506608918965221	1	0.814471356794698	-0.06394127949088796	0.9909846131257389
0.0881173347475192	1	0.7665843583906695	-0.06973968981478329	0.9667172864642053
4.83756385696041	1	0.02784620626504083	0.2000413192968314	0.12258030272520166
1.7849001262893278	1	0.18154876855331764	-0.0945768387499602	0.4237545287705732
0.0569375981969755	1	0.8114033528091981	0.04437241885007476	0.9893983150055297
4.846994321348942	1	0.02769435048999784	0.22550808899960387	0.1224488830035
2.5395942028985505	1	0.1110233169228684	0.1000075743635443	0.3165636432336712
2.2040711331329203e-30	1	0.9999999999999988	0.011071837867702938	1
1.4875260317055554	1	0.22260070706115662	-0.19154821011950648	0.48604113775282276
0.23060424947810942	1	0.6310761481575927	-0.10987499017242397	0.8791536287197016
15.190425453200145	1	9.71949809889104e-5	0.194019655751599	0.002251185290443148
2.8827094518821674	1	0.0895352517533456	0.13198992518680489	0.27764226882525606
10.262509243615998	1	0.0013576090228583533	0.11438855427499181	0.015275642952645845
0.06404338838818684	1	0.8002157034490436	0.02146994171744432	0.9838503401735689
1.1875300632911394	1	0.2758283385093517	-0.07434418510931512	0.5477420825787299
1.9889921290310446	1	0.15844630102345536	-0.09329545511283507	0.39363185840067993
5.801086621669112	1	0.016016273478190787	-0.3293635943079161	0.08589271074135403
11.41826923076923	1	7.272541253765561e-4	-0.5936268237910997	0.009604220050477239
13.504376875959789	1	2.3800766578366741e-4	0.31231100607367024	0.004091339960877882
1.0639353802462825	1	0.30231932907062353	-0.10629662655224176	0.5827679256284555
1.6201151462553023	1	0.2030757328241732	-0.2398170612502098	0.4576804128245401
0.5684447131815548	1	0.45087760862223214	-0.11139616329295687	0.735051698867546
11.561964622641506	1	6.73146897743408e-4	0.19115500549155717	0.009088992417513011
0.0018994175702545196	1	0.965237354470693	-0.016580541826273498	1
11.242107395348139	1	7.996231363829177e-4	0.17700570107598224	0.010333327311798134
6.914285714285715	1	0.008550979237125335	0.2552725051033061	0.055546777906983966
0.8147228867623609	1	0.3667276015724026	0.09570531186968578	0.6509897292741255
0.24679501716866975	1	0.6193409005610345	-0.07630291368418773	0.8750987571981582
0.9188695577472743	1	0.3377719646398676	0.1099615806386472	0.6198869841050338
6.673407482305359	1	0.00978619119471496	0.22724378150306251	0.06113324001511773
0	1	1	-0.009759837289156248	1
1.230068837517624	1	0.26739365123168385	0.11436316334184962	0.5396261956156837
0.05637453707090155	1	0.8123207155144158	0.042197679794454795	0.9898412280104839
0.06051348824786318	1	0.8056861844898096	0.06069784035361167	0.9866518968534232
7.45372031400821	1	0.006330546863455006	0.14653071951042884	0.04402142403201622
0.20940149029258937	1	0.6472369146762597	0.0606978403536117	0.8898768721873141
8.202320785228856	1	0.004183684114305401	0.21119586886726915	0.03386989847025727
21.585281926942237	1	3.3843901388664353e-6	-0.4653828514484183	2.1741341334100862e-4
3.218220506745226	1	0.0728227557165302	-0.19037427814796215	0.24282316441026847
7.357332446710807	1	0.006678980864398323	-0.22437687432164022	0.046230830764835286
0	1	1	0	1
0	1	1	-0.0030264546301878026	1
4.067692743370365	1	0.04371094098275214	0.16032429997959852	0.16916920732527854
0.019899419634074177	1	0.8878183539154247	-0.025935734094399754	1
3.0840209989060114	1	0.07906483228359194	-0.20143651789677713	0.2548363343132436
23.121918124392614	1	1.520475853212678e-6	-1.255272505103306	1.3080436554352494e-4
12.913990918622089	1	3.261351762302318e-4	-0.38390738727156976	0.00516838429278541
0.24003276257818734	1	0.6241824529108044	-0.021530859828325033	0.8771916805292967
9.2188562071476	1	0.0023953514711725315	-0.13457298039412374	0.02317839317712685
3.6807888034271166	1	0.05504280393171244	-0.12473443826957586	0.1987216818206069
2.5646846518040904	1	0.10927434573432127	0.16990588212482313	0.31318927869478463
0.041719276094276114	1	0.8381558190147347	0.026793176587936673	1
1.9962029004068287e-31	1	0.9999999999999997	-0.00843316753686274	1
0	1	1	-0.006340178031018995	1
0.5133843380177515	1	0.47367746074216766	0.09105426835900426	0.7554252300289549
2.4163701923076917	1	0.1200728677232662	0.13213635713285576	0.33199210717608313
0.6624544423440454	1	0.41569476786467785	0.07400073354384451	0.7008157592612234
1.8980877132714982	1	0.16829252102109643	-0.11781899548535213	0.4070110689112621
4.957590939153438	1	0.025976371721099855	0.15296746020854346	0.11744548835047984
12.752100967625255	1	3.5560949368984606e-4	0.22875496688110025	0.005490975310257059
0.5336449063468093	1	0.4650784833389447	-0.06239361791913467	0.7472525684810899
